Using cuda device
Logging to ppo_pick_and_place_sb3/ppo_sb3_1
/home/kpatherya3/anaconda3/envs/causal_env/lib/python3.7/site-packages/stable_baselines3/common/callbacks.py:337: UserWarning: Training and eval env are not of the same type<stable_baselines3.common.vec_env.vec_monitor.VecMonitor object at 0x7fb559ca9650> != <stable_baselines3.common.vec_env.dummy_vec_env.DummyVecEnv object at 0x7fb559b36750>
  warnings.warn("Training and eval env are not of the same type" f"{self.training_env} != {self.eval_env}")
-----------------------------------
| rollout/           |            |
|    time_elapsed         | 766         |
|    total_timesteps      | 786432      |
| train/                  |             |
|    approx_kl            | 0.010253591 |
|    clip_fraction        | 0.136       |
|    clip_range           | 0.2         |
|    entropy_loss         | -13.6       |
|    explained_variance   | 0.917       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.279      |
|    n_updates            | 165         |
|    policy_gradient_loss | -0.00484    |
|    std                  | 1.09        |
|    value_loss           | 0.0112      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 1.5253906   |
| time/                   |             |
|    fps                  | 1025        |
|    iterations           | 13          |
|    time_elapsed         | 830         |
|    total_timesteps      | 851968      |
| train/                  |             |
|    approx_kl            | 0.010333003 |
|    clip_fraction        | 0.14        |
|    clip_range           | 0.2         |
|    entropy_loss         | -13.6       |
|    explained_variance   | 0.918       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.262      |
|    n_updates            | 180         |
|    policy_gradient_loss | -0.00507    |
|    std                  | 1.1         |
|    value_loss           | 0.0104      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 1.5678895   |
| time/                   |             |
|    fps                  | 1028        |
|    iterations           | 14          |
|    time_elapsed         | 891         |
|    total_timesteps      | 917504      |
| train/                  |             |
|    approx_kl            | 0.011032291 |
|    clip_fraction        | 0.142       |
|    clip_range           | 0.2         |
|    entropy_loss         | -13.7       |
|    explained_variance   | 0.916       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.269      |
|    n_updates            | 195         |
|    policy_gradient_loss | -0.00527    |
|    std                  | 1.11        |
|    value_loss           | 0.0103      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 1.6522261   |
| time/                   |             |
|    fps                  | 1024        |
|    iterations           | 15          |
|    time_elapsed         | 959         |
|    total_timesteps      | 983040      |
| train/                  |             |
|    approx_kl            | 0.011719687 |
|    clip_fraction        | 0.145       |
|    clip_range           | 0.2         |
|    entropy_loss         | -13.7       |
|    explained_variance   | 0.923       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.28       |
|    n_updates            | 210         |
|    policy_gradient_loss | -0.00593    |
|    std                  | 1.12        |
|    value_loss           | 0.00918     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 1.6658396   |
| time/                   |             |
|    fps                  | 1021        |
|    iterations           | 16          |
|    time_elapsed         | 1026        |
|    total_timesteps      | 1048576     |
| train/                  |             |
|    approx_kl            | 0.011661915 |
|    clip_fraction        | 0.15        |
|    clip_range           | 0.2         |
|    entropy_loss         | -13.8       |
|    explained_variance   | 0.916       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.281      |
|    n_updates            | 225         |
|    policy_gradient_loss | -0.00604    |
|    std                  | 1.12        |
|    value_loss           | 0.00919     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 1.7049823   |
| time/                   |             |
|    fps                  | 1017        |
|    iterations           | 17          |
|    time_elapsed         | 1094        |
|    total_timesteps      | 1114112     |
| train/                  |             |
|    approx_kl            | 0.011312455 |
|    clip_fraction        | 0.151       |
|    clip_range           | 0.2         |
|    entropy_loss         | -13.9       |
|    explained_variance   | 0.93        |
|    learning_rate        | 0.00025     |
|    loss                 | -0.292      |
|    n_updates            | 240         |
|    policy_gradient_loss | -0.0059     |
|    std                  | 1.13        |
|    value_loss           | 0.00818     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 1.7539651   |
| time/                   |             |
|    fps                  | 1007        |
|    iterations           | 18          |
|    time_elapsed         | 1170        |
|    total_timesteps      | 1179648     |
| train/                  |             |
|    approx_kl            | 0.012394574 |
|    clip_fraction        | 0.163       |
|    clip_range           | 0.2         |
|    entropy_loss         | -13.9       |
|    explained_variance   | 0.935       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.297      |
|    n_updates            | 255         |
|    policy_gradient_loss | -0.00625    |
|    std                  | 1.14        |
|    value_loss           | 0.00743     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 1.7665024   |
| time/                   |             |
|    fps                  | 1003        |
|    iterations           | 19          |
|    time_elapsed         | 1241        |
|    total_timesteps      | 1245184     |
| train/                  |             |
|    approx_kl            | 0.012420772 |
|    clip_fraction        | 0.17        |
|    clip_range           | 0.2         |
|    entropy_loss         | -14         |
|    explained_variance   | 0.935       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.302      |
|    n_updates            | 270         |
|    policy_gradient_loss | -0.00596    |
|    std                  | 1.15        |
|    value_loss           | 0.00686     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 1.7814995   |
| time/                   |             |
|    fps                  | 995         |
|    iterations           | 20          |
|    time_elapsed         | 1316        |
|    total_timesteps      | 1310720     |
| train/                  |             |
|    approx_kl            | 0.012770194 |
|    clip_fraction        | 0.165       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14         |
|    explained_variance   | 0.944       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.285      |
|    n_updates            | 285         |
|    policy_gradient_loss | -0.00604    |
|    std                  | 1.15        |
|    value_loss           | 0.00644     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 1.8079765   |
| time/                   |             |
|    fps                  | 991         |
|    iterations           | 21          |
|    time_elapsed         | 1387        |
|    total_timesteps      | 1376256     |
| train/                  |             |
|    approx_kl            | 0.012566979 |
|    clip_fraction        | 0.175       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.1       |
|    explained_variance   | 0.951       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.294      |
|    n_updates            | 300         |
|    policy_gradient_loss | -0.0067     |
|    std                  | 1.16        |
|    value_loss           | 0.0056      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 1.8512449   |
| time/                   |             |
|    fps                  | 991         |
|    iterations           | 22          |
|    time_elapsed         | 1454        |
|    total_timesteps      | 1441792     |
| train/                  |             |
|    approx_kl            | 0.013829321 |
|    clip_fraction        | 0.182       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.2       |
|    explained_variance   | 0.952       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.283      |
|    n_updates            | 315         |
|    policy_gradient_loss | -0.00637    |
|    std                  | 1.17        |
|    value_loss           | 0.00537     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 1.8464501   |
| time/                   |             |
|    fps                  | 991         |
|    iterations           | 23          |
|    time_elapsed         | 1520        |
|    total_timesteps      | 1507328     |
| train/                  |             |
|    approx_kl            | 0.014179002 |
|    clip_fraction        | 0.18        |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.2       |
|    explained_variance   | 0.959       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.301      |
|    n_updates            | 330         |
|    policy_gradient_loss | -0.00653    |
|    std                  | 1.18        |
|    value_loss           | 0.00455     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 1.8618132   |
| time/                   |             |
|    fps                  | 993         |
|    iterations           | 24          |
|    time_elapsed         | 1583        |
|    total_timesteps      | 1572864     |
| train/                  |             |
|    approx_kl            | 0.013492951 |
|    clip_fraction        | 0.182       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.3       |
|    explained_variance   | 0.959       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.289      |
|    n_updates            | 345         |
|    policy_gradient_loss | -0.00707    |
|    std                  | 1.19        |
|    value_loss           | 0.00468     |
-----------------------------------------
/home/kpatherya3/anaconda3/envs/causal_env/lib/python3.7/site-packages/stable_baselines3/common/evaluation.py:69: UserWarning: Evaluation environment is not wrapped with a ``Monitor`` wrapper. This may result in reporting modified episode lengths and rewards, if other wrappers happen to modify these. Consider wrapping environment first with ``Monitor`` wrapper.
  UserWarning,
Eval num_timesteps=1600000, episode_reward=2.21 +/- 0.00
Episode length: 251.00 +/- 0.00
-----------------------------------------
| eval/                   |             |
|    mean_ep_length       | 251         |
|    mean_reward          | 2.21        |
| time/                   |             |
|    total_timesteps      | 1600000     |
| train/                  |             |
|    approx_kl            | 0.013898246 |
|    clip_fraction        | 0.19        |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.4       |
|    explained_variance   | 0.962       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.295      |
|    n_updates            | 360         |
|    policy_gradient_loss | -0.00513    |
|    std                  | 1.2         |
|    value_loss           | 0.00414     |
-----------------------------------------
New best mean reward!
[34m[1mwandb[0m: [33mWARNING[0m Step cannot be set when using tensorboard syncing. Please use `run.define_metric(...)` to define a custom metric to log your step values.
----------------------------------
| rollout/           |           |
|    ep_len_mean     | 251       |
|    ep_rew_mean     | 1.8569014 |
| time/              |           |
|    fps             | 991       |
|    iterations      | 25        |
|    time_elapsed    | 1652      |
|    total_timesteps | 1638400   |
----------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 1.8922862   |
| time/                   |             |
|    fps                  | 988         |
|    iterations           | 26          |
|    time_elapsed         | 1723        |
|    total_timesteps      | 1703936     |
| train/                  |             |
|    approx_kl            | 0.013344308 |
|    clip_fraction        | 0.188       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.4       |
|    explained_variance   | 0.958       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.291      |
|    n_updates            | 375         |
|    policy_gradient_loss | -0.00535    |
|    std                  | 1.2         |
|    value_loss           | 0.00434     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 1.8666936   |
| time/                   |             |
|    fps                  | 990         |
|    iterations           | 27          |
|    time_elapsed         | 1785        |
|    total_timesteps      | 1769472     |
| train/                  |             |
|    approx_kl            | 0.014439104 |
|    clip_fraction        | 0.202       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.5       |
|    explained_variance   | 0.965       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.305      |
|    n_updates            | 390         |
|    policy_gradient_loss | -0.00573    |
|    std                  | 1.22        |
|    value_loss           | 0.00393     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 1.8570571   |
| time/                   |             |
|    fps                  | 992         |
|    iterations           | 28          |
|    time_elapsed         | 1848        |
|    total_timesteps      | 1835008     |
| train/                  |             |
|    approx_kl            | 0.014422213 |
|    clip_fraction        | 0.195       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.6       |
|    explained_variance   | 0.969       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.298      |
|    n_updates            | 405         |
|    policy_gradient_loss | -0.00636    |
|    std                  | 1.23        |
|    value_loss           | 0.00341     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 1.8728496   |
| time/                   |             |
|    fps                  | 994         |
|    iterations           | 29          |
|    time_elapsed         | 1910        |
|    total_timesteps      | 1900544     |
| train/                  |             |
|    approx_kl            | 0.014522079 |
|    clip_fraction        | 0.193       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.7       |
|    explained_variance   | 0.964       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.308      |
|    n_updates            | 420         |
|    policy_gradient_loss | -0.006      |
|    std                  | 1.24        |
|    value_loss           | 0.00371     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 1.8782235   |
| time/                   |             |
|    fps                  | 994         |
|    iterations           | 30          |
|    time_elapsed         | 1976        |
|    total_timesteps      | 1966080     |
| train/                  |             |
|    approx_kl            | 0.015560507 |
|    clip_fraction        | 0.202       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.7       |
|    explained_variance   | 0.968       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.277      |
|    n_updates            | 435         |
|    policy_gradient_loss | -0.00633    |
|    std                  | 1.24        |
|    value_loss           | 0.00365     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 1.8939505   |
| time/                   |             |
|    fps                  | 995         |
|    iterations           | 31          |
|    time_elapsed         | 2041        |
|    total_timesteps      | 2031616     |
| train/                  |             |
|    approx_kl            | 0.015086895 |
|    clip_fraction        | 0.2         |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.8       |
|    explained_variance   | 0.968       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.307      |
|    n_updates            | 450         |
|    policy_gradient_loss | -0.00622    |
|    std                  | 1.25        |
|    value_loss           | 0.00346     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 1.8763168   |
| time/                   |             |
|    fps                  | 994         |
|    iterations           | 32          |
|    time_elapsed         | 2108        |
|    total_timesteps      | 2097152     |
| train/                  |             |
|    approx_kl            | 0.016091246 |
|    clip_fraction        | 0.203       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.8       |
|    explained_variance   | 0.968       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.318      |
|    n_updates            | 465         |
|    policy_gradient_loss | -0.00718    |
|    std                  | 1.26        |
|    value_loss           | 0.00342     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 1.9150603   |
| time/                   |             |
|    fps                  | 993         |
|    iterations           | 33          |
|    time_elapsed         | 2177        |
|    total_timesteps      | 2162688     |
| train/                  |             |
|    approx_kl            | 0.015615302 |
|    clip_fraction        | 0.202       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.9       |
|    explained_variance   | 0.966       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.31       |
|    n_updates            | 480         |
|    policy_gradient_loss | -0.0055     |
|    std                  | 1.27        |
|    value_loss           | 0.00358     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 1.9407074   |
| time/                   |             |
|    fps                  | 993         |
|    iterations           | 34          |
|    time_elapsed         | 2243        |
|    total_timesteps      | 2228224     |
| train/                  |             |
|    approx_kl            | 0.015985202 |
|    clip_fraction        | 0.207       |
|    clip_range           | 0.2         |
|    entropy_loss         | -15         |
|    explained_variance   | 0.971       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.304      |
|    n_updates            | 495         |
|    policy_gradient_loss | -0.00575    |
|    std                  | 1.28        |
|    value_loss           | 0.00304     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 1.9043245   |
| time/                   |             |
|    fps                  | 993         |
|    iterations           | 35          |
|    time_elapsed         | 2308        |
|    total_timesteps      | 2293760     |
| train/                  |             |
|    approx_kl            | 0.016260374 |
|    clip_fraction        | 0.213       |
|    clip_range           | 0.2         |
|    entropy_loss         | -15         |
|    explained_variance   | 0.971       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.305      |
|    n_updates            | 510         |
|    policy_gradient_loss | -0.00688    |
|    std                  | 1.29        |
|    value_loss           | 0.00292     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 1.9477098   |
| time/                   |             |
|    fps                  | 991         |
|    iterations           | 36          |
|    time_elapsed         | 2378        |
|    total_timesteps      | 2359296     |
| train/                  |             |
|    approx_kl            | 0.015861131 |
|    clip_fraction        | 0.21        |
|    clip_range           | 0.2         |
|    entropy_loss         | -15.1       |
|    explained_variance   | 0.975       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.305      |
|    n_updates            | 525         |
|    policy_gradient_loss | -0.00726    |
|    std                  | 1.3         |
|    value_loss           | 0.00274     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 1.9309071   |
| time/                   |             |
|    fps                  | 990         |
|    iterations           | 37          |
|    time_elapsed         | 2448        |
|    total_timesteps      | 2424832     |
| train/                  |             |
|    approx_kl            | 0.017340377 |
|    clip_fraction        | 0.22        |
|    clip_range           | 0.2         |
|    entropy_loss         | -15.2       |
|    explained_variance   | 0.973       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.317      |
|    n_updates            | 540         |
|    policy_gradient_loss | -0.00645    |
|    std                  | 1.31        |
|    value_loss           | 0.00275     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 1.9367158   |
| time/                   |             |
|    fps                  | 987         |
|    iterations           | 38          |
|    time_elapsed         | 2523        |
|    total_timesteps      | 2490368     |
| train/                  |             |
|    approx_kl            | 0.014641495 |
|    clip_fraction        | 0.206       |
|    clip_range           | 0.2         |
|    entropy_loss         | -15.2       |
|    explained_variance   | 0.975       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.315      |
|    n_updates            | 555         |
|    policy_gradient_loss | -0.00635    |
|    std                  | 1.32        |
|    value_loss           | 0.00247     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 1.9475158   |
| time/                   |             |
|    fps                  | 985         |
|    iterations           | 39          |
|    time_elapsed         | 2594        |
|    total_timesteps      | 2555904     |
| train/                  |             |
|    approx_kl            | 0.017131861 |
|    clip_fraction        | 0.217       |
|    clip_range           | 0.2         |
|    entropy_loss         | -15.3       |
|    explained_variance   | 0.977       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.326      |
|    n_updates            | 570         |
|    policy_gradient_loss | -0.00624    |
|    std                  | 1.33        |
|    value_loss           | 0.00252     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 1.9325582   |
| time/                   |             |
|    fps                  | 982         |
|    iterations           | 40          |
|    time_elapsed         | 2667        |
|    total_timesteps      | 2621440     |
| train/                  |             |
|    approx_kl            | 0.015489334 |
|    clip_fraction        | 0.208       |
|    clip_range           | 0.2         |
|    entropy_loss         | -15.4       |
|    explained_variance   | 0.976       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.325      |
|    n_updates            | 585         |
|    policy_gradient_loss | -0.00601    |
|    std                  | 1.34        |
|    value_loss           | 0.00243     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 1.945213    |
| time/                   |             |
|    fps                  | 981         |
|    iterations           | 41          |
|    time_elapsed         | 2737        |
|    total_timesteps      | 2686976     |
| train/                  |             |
|    approx_kl            | 0.014879862 |
|    clip_fraction        | 0.209       |
|    clip_range           | 0.2         |
|    entropy_loss         | -15.4       |
|    explained_variance   | 0.977       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.326      |
|    n_updates            | 600         |
|    policy_gradient_loss | -0.00471    |
|    std                  | 1.35        |
|    value_loss           | 0.00223     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 1.9489549   |
| time/                   |             |
|    fps                  | 980         |
|    iterations           | 42          |
|    time_elapsed         | 2808        |
|    total_timesteps      | 2752512     |
| train/                  |             |
|    approx_kl            | 0.016441453 |
|    clip_fraction        | 0.216       |
|    clip_range           | 0.2         |
|    entropy_loss         | -15.5       |
|    explained_variance   | 0.976       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.311      |
|    n_updates            | 615         |
|    policy_gradient_loss | -0.00591    |
|    std                  | 1.36        |
|    value_loss           | 0.00241     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 1.9477252   |
| time/                   |             |
|    fps                  | 980         |
